"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","FTP Path to Experiment","Library Name","Library Strategy","Library Source","Library Selection"
"SRX824239","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5221.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803855","","219.93","1","2033176","410701552","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824239","G5221.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824238","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G6012.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803856","","126.3","1","1159341","234186882","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824238","G6012.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824237","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4983.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803854","","131.85","1","1717434","346921668","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824237","G4983.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824236","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5115.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803852","","77.1","1","996698","201332996","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824236","G5115.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824235","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5853.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803853","","138.68","1","1201257","242653914","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824235","G5853.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824234","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5640.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803851","","183.22","1","1555066","314123332","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824234","G5640.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824233","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5112.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803849","","153.9","1","2149392","434177184","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824233","G5112.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824232","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5021.4","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803850","","214.06","1","1908373","385491346","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824232","G5021.4.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824231","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample MSF380.0","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803848","","81.58","1","711796","143782792","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824231","MSF380.0.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824230","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5212.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803847","","137.09","1","1300183","262636966","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824230","G5212.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824229","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5988.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803846","","148.45","1","1352487","273202374","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824229","G5988.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824228","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4896.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803845","","193.82","1","1672287","337801974","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824228","G4896.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824227","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4996.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803843","","145.64","1","1847688","373232976","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824227","G4996.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824226","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample SLBOO0368.0","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803844","","145.23","1","1286968","259967536","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824226","SLBOO0368.0.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824225","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5950.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803842","","114.85","1","1114410","225110820","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824225","G5950.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824224","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4858.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803839","","124.03","1","1631629","329589058","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824224","G4858.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824223","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G6091.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803841","","176.63","1","1572836","317712872","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824223","G6091.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824222","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5796.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803840","","35.89","1","342187","69121774","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824222","G5796.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824221","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G3845.2","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803838","","158.44","1","1368087","276353574","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824221","G3845.2.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824220","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5846.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803837","","108.96","1","970227","195985854","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824220","G5846.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824219","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5948.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803836","","141.35","1","1289112","260400624","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824219","G5948.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824218","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5627.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803835","","13.75","1","134379","27144558","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824218","G5627.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824217","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G3908.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803834","","126.57","1","1162803","234886206","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824217","G3908.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824216","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5371.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803833","","295.34","1","2658643","537045886","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824216","G5371.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824215","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4225.5","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803832","","135.61","1","1748918","353281436","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824215","G4225.5.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824214","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G6050.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803830","","156.74","1","1413781","285583762","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824214","G6050.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824213","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G3811.2","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803831","","163.87","1","1495415","302073830","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824213","G3811.2.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824212","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4753.2","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803829","","254.52","1","3584884","724146568","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824212","G4753.2.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824211","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample SLKEN0016.0","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803828","","87.12","1","779737","157506874","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824211","SLKEN0016.0.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824210","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5985.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803827","","244.01","1","3389333","684645266","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824210","G5985.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824209","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G3789.3","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803826","","119.88","1","1085038","219177676","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824209","G3789.3.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824208","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4886.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803825","","229.92","1","3108386","627893972","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824208","G4886.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824207","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G3893.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803824","","130.36","1","1200818","242565236","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824207","G3893.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824206","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4727.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803823","","191.09","1","2512096","507443392","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824206","G4727.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824205","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4715.3","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803821","","182.57","1","2432247","491313894","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824205","G4715.3.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824204","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4683.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803822","","116.34","1","1472056","297355312","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824204","G4683.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824203","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G6089.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803820","","175.51","1","1614038","326035676","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824203","G6089.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824202","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5529.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803818","","197.78","1","1831316","369925832","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824202","G5529.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824201","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4717.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803819","","304.17","1","4191624","846708048","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824201","G4717.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824200","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4990.3","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803817","","175.38","1","1593602","321907604","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824200","G4990.3.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824199","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4856.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803816","","121.29","1","1564931","316116062","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824199","G4856.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824198","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5114.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803815","","79.69","1","1101521","222507242","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824198","G5114.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824197","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5735.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803814","","126.53","1","1129871","228233942","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824197","G5735.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824196","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G3862.2","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803813","","92.72","1","849146","171527492","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824196","G3862.2.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824195","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5012.3","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803812","","399.46","1","4458099","900535998","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824195","G5012.3.l1-G5012.3.l2","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824194","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G3937.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803811","","124.1","1","1051992","212502384","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824194","G3937.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824193","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5021.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803810","","596.7","1","6861263","1385975126","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824193","G5021.1.l1-G5021.1.l2","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824192","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4994.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803808","","195.64","1","2646559","534604918","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824192","G4994.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824191","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5528.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803809","","169.27","1","1466862","296306124","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824191","G5528.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824190","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G3911.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803807","","139","1","1298896","262376992","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824190","G3911.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824189","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4724.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803806","","143.91","1","1852223","374149046","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824189","G4724.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824188","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5296.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803805","","92.43","1","776978","156949556","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824188","G5296.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824187","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5434.2","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803804","","57.31","1","530265","107113530","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824187","G5434.2.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824186","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G5898.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803803","","154.22","1","1577661","318687522","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824186","G5898.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824185","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4937.1","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803802","","212.06","1","1825230","368696460","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824185","G4937.1.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824184","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample SLBO0370.0","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803801","","53.82","1","468784","94694368","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824184","SLBO0370.0.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX824183","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone: Sample G4496.5","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS803800","","268.11","1","3704997","748409394","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX824/SRX824183","G4496.5.l1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
